TreeDepth,Offset,Order,PID,Start,State,Type,Name,Display,Binary,Binary (Registry),Dll
0,0x22d21237fc0,104,N/A,SERVICE_AUTO_START,SERVICE_START_PENDING,SERVICE_WIN32_OWN_PROCESS,DiagTrack,Connected User Experiences and Telemetry,N/A,%SystemRoot%\\System32\\svchost.exe -k utcsvc -p,%SystemRoot%\\system32\\diagtrack.dll
0,0x22d2123d440,103,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,diagsvc,Diagnostic Execution Service,N/A,%SystemRoot%\\System32\\svchost.exe -k diagnostics,%systemroot%\\system32\\DiagSvc.dll
0,0x22d2123d0a0,102,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,diagnosticshub.standardcollector.service,Microsoft (R) Diagnostics Hub Standard Collector Service,N/A,%SystemRoot%\\system32\\DiagSvcs\\DiagnosticsHub.StandardCollector.Service.exe,-
0,0x22d21247b20,211,660,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,KeyIso,CNG Key Isolation,C:\\Windows\\system32\\lsass.exe,%SystemRoot%\\system32\\lsass.exe,%SystemRoot%\\system32\\keyiso.dll
0,0x22d21247b30,210,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,kdnic,kdnic,N/A,\\SystemRoot\\System32\\drivers\\kdnic.sys,-
0,0x22d212453e0,209,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,kbdhid,kbdhid,N/A,\\SystemRoot\\System32\\drivers\\kbdhid.sys,-
0,0x22d21246810,208,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,kbdclass,kbdclass,N/A,\\SystemRoot\\System32\\drivers\\kbdclass.sys,-
0,0x22d212466e0,207,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,ItSas35i,ItSas35i,N/A,System32\\drivers\\ItSas35i.sys,-
0,0x22d212465b0,206,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,iScsiPrt,iScsiPrt,N/A,\\SystemRoot\\System32\\drivers\\msiscsi.sys,-
0,0x22d21246480,205,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,isapnp,isapnp,N/A,System32\\drivers\\isapnp.sys,-
0,0x22d212458a0,204,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,IpxlatCfgSvc,IP Translation Configuration Service,N/A,%SystemRoot%\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\IpxlatCfg.dll
0,0x22d212480a0,203,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,IPT,IPT,N/A,\\SystemRoot\\System32\\drivers\\ipt.sys,-
0,0x22d21246350,202,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,IPNAT,IPNAT,N/A,System32\\drivers\\ipnat.sys,-
0,0x22d212452b0,201,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,IPMIDRV,IPMIDRV,N/A,\\SystemRoot\\System32\\drivers\\IPMIDrv.sys,-
0,0x22d2123db70,101,1052,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,Dhcp,DHCP Client,C:\\Windows\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\system32\\dhcpcore.dll
0,0x22d2123db80,100,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,Dfsc,Dfsc,\\FileSystem\\Dfsc,System32\\Drivers\\dfsc.sys,-
0,0x22d212378a0,99,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DevQueryBroker,DevQuery Background Discovery Broker,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\DevQueryBroker.dll
0,0x22d21234d00,98,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DevicesFlowUserSvc,DevicesFlow,N/A,%SystemRoot%\\system32\\svchost.exe -k DevicesFlow,%SystemRoot%\\System32\\DevicesFlowBroker.dll
0,0x22d21234790,97,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DevicePickerUserSvc,DevicePicker,N/A,%SystemRoot%\\system32\\svchost.exe -k DevicesFlow,%SystemRoot%\\System32\\Windows.Devices.Picker.dll
0,0x22d212343f0,96,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DeviceInstall,Device Install Service,N/A,%SystemRoot%\\system32\\svchost.exe -k DcomLaunch -p,%SystemRoot%\\system32\\umpnpmgr.dll
0,0x22d21234220,95,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DeviceAssociationService,Device Association Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\das.dll
0,0x22d21234050,94,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DeviceAssociationBrokerSvc,DeviceAssociationBroker,N/A,%SystemRoot%\\system32\\svchost.exe -k DevicesFlow -p,%SystemRoot%\\System32\\deviceaccess.dll
0,0x22d21235b80,93,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,defragsvc,Optimize drives,N/A,%SystemRoot%\\system32\\svchost.exe -k defragsvc,%Systemroot%\\System32\\defragsvc.dll
0,0x22d2123f950,132,1196,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,EventSystem,COM+ Event System,C:\\Windows\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\svchost.exe -k LocalService -p,%systemroot%\\system32\\es.dll
0,0x22d212724e0,454,360,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,Themes,Themes,C:\\Windows\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\themeservice.dll
0,0x22d212724f0,453,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,TermService,Remote Desktop Services,N/A,%SystemRoot%\\System32\\svchost.exe -k NetworkService,%SystemRoot%\\System32\\termsrv.dll
0,0x22d21272320,452,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,terminpt,terminpt,N/A,\\SystemRoot\\System32\\drivers\\terminpt.sys,-
0,0x22d21265700,451,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,Telemetry,Telemetry,\\Driver\\Telemetry,System32\\drivers\\IntelTA.sys,-
0,0x22d21264660,450,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,tdx,tdx,\\Driver\\tdx,\\SystemRoot\\system32\\DRIVERS\\tdx.sys,-
0,0x22d21265830,449,N/A,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,tcpipreg,tcpipreg,\\Driver\\tcpipreg,System32\\drivers\\tcpipreg.sys,-
0,0x22d21264fe0,448,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Tcpip6,Tcpip6,N/A,System32\\drivers\\tcpip.sys,-
0,0x22d21265960,447,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,Tcpip,Tcpip,\\Driver\\Tcpip,System32\\drivers\\tcpip.sys,-
0,0x22d21264b20,446,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,TapiSrv,Telephony,N/A,%SystemRoot%\\System32\\svchost.exe -k NetworkService -p,%SystemRoot%\\System32\\tapisrv.dll
0,0x22d2123f780,145,1196,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,FontCache,Windows Font Cache Service,C:\\Windows\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\FntCache.dll
0,0x22d2123f790,144,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,FltMgr,FltMgr,\\FileSystem\\FltMgr,system32\\drivers\\fltmgr.sys,-
0,0x22d21237c30,143,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,flpydisk,flpydisk,N/A,\\SystemRoot\\System32\\drivers\\flpydisk.sys,-
0,0x22d21237b00,142,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,Filetrace,Filetrace,N/A,system32\\drivers\\filetrace.sys,-
0,0x22d212373e0,141,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,FileInfo,FileInfo,\\FileSystem\\FileInfo,System32\\drivers\\fileinfo.sys,-
0,0x22d21238350,140,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,FileCrypt,FileCrypt,\\FileSystem\\FileCrypt,system32\\drivers\\filecrypt.sys,-
0,0x22d212380f0,139,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,fhsvc,File History Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\fhsvc.dll
0,0x22d2123f220,138,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,FDResPub,Function Discovery Resource Publication,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceAndNoImpersonation -p,%SystemRoot%\\system32\\fdrespub.dll
0,0x22d2123fd00,137,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,fdPHost,Function Discovery Provider Host,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\fdPHost.dll
0,0x22d212409b0,136,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,fdc,fdc,N/A,\\SystemRoot\\System32\\drivers\\fdc.sys,-
0,0x22d212372b0,135,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,Fax,Fax,N/A,%systemroot%\\system32\\fxssvc.exe,-
0,0x22d212407e0,134,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,fastfat,fastfat,N/A,-,-
0,0x22d21237d60,133,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,exfat,exfat,N/A,-,-
0,0x22d2123c780,118,1676,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,DusmSvc,Data Usage,C:\\Windows\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\dusmsvc.dll
0,0x22d2123c790,117,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DsSvc,Data Sharing Service,N/A,%SystemRoot%\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\DsSvc.dll
0,0x22d21271bd0,442,2364,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,Sysmon64,Sysmon64,C:\\Windows\\Sysmon64.exe,C:\\Windows\\Sysmon64.exe,-
0,0x22d2123d7d0,111,1392,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,Dnscache,DNS Client,C:\\Windows\\System32\\svchost.exe -k NetworkService -p,%SystemRoot%\\system32\\svchost.exe -k NetworkService -p,%SystemRoot%\\System32\\dnsrslvr.dll
0,0x22d2123d7e0,110,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,dmwappushservice,Device Management Wireless Application Protocol (WAP) Push message Routing Service,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\dmwappushsvc.dll
0,0x22d2123d610,109,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,dmvsc,dmvsc,N/A,\\SystemRoot\\System32\\drivers\\dmvsc.sys,-
0,0x22d21238e00,108,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,DmEnrollmentSvc,Device Management Enrollment Service,N/A,%systemroot%\\system32\\svchost.exe -k netsvcs -p,%systemroot%\\system32\\Windows.Internal.Management.dll
0,0x22d2123d270,107,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DisplayEnhancementService,Display Enhancement Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\Microsoft.Graphics.Display.DisplayEnhancementService.dll
0,0x22d212800f0,558,1700,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,Wcmsvc,Windows Connection Manager,C:\\Windows\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\wcmsvc.dll
0,0x22d21280100,557,N/A,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,wcifs,wcifs,\\FileSystem\\wcifs,\\SystemRoot\\system32\\drivers\\wcifs.sys,-
0,0x22d2127f7e0,564,1196,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,WdiServiceHost,Diagnostic Service Host,C:\\Windows\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\System32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\wdi.dll
0,0x22d2127f7f0,563,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,WdFilter,WdFilter,\\FileSystem\\WdFilter,system32\\drivers\\WdFilter.sys,-
0,0x22d21283b10,562,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,Wdf01000,Wdf01000,\\Driver\\Wdf01000,system32\\drivers\\Wdf01000.sys,-
0,0x22d212839e0,561,N/A,SERVICE_BOOT_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WdBoot,WdBoot,N/A,system32\\drivers\\WdBoot.sys,-
0,0x22d21283060,560,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,wcnfs,wcnfs,N/A,\\SystemRoot\\system32\\drivers\\wcnfs.sys,-
0,0x22d21284a80,559,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,wcncsvc,Windows Connect Now - Config Registrar,N/A,%SystemRoot%\\System32\\svchost.exe -k LocalServiceAndNoImpersonation -p,%SystemRoot%\\System32\\wcncsvc.dll
0,0x22d21288050,590,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,WlanSvc,WLAN AutoConfig,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\wlansvc.dll
0,0x22d21288060,589,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,wisvc,Windows Insider Service,N/A,%systemroot%\\system32\\svchost.exe -k netsvcs -p,%systemroot%\\system32\\flightsettings.dll
0,0x22d212899c0,588,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WinVerbs,WinVerbs,N/A,\\SystemRoot\\System32\\drivers\\winverbs.sys,-
0,0x22d21283c40,587,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WINUSB,WINUSB,N/A,\\SystemRoot\\System32\\drivers\\WinUSB.SYS,-
0,0x22d212833f0,586,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,WinRM,Windows Remote Management (WS-Management),N/A,%SystemRoot%\\System32\\svchost.exe -k NetworkService -p,%SystemRoot%\\system32\\WsmSvc.dll
0,0x22d21289280,585,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WinNat,WinNat,N/A,system32\\drivers\\winnat.sys,-
0,0x22d212683e0,391,1992,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,SEMgrSvc,Payments and NFC/SE Manager,C:\\Windows\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\SEMgrSvc.dll
0,0x22d2123d430,104,N/A,SERVICE_AUTO_START,SERVICE_START_PENDING,SERVICE_WIN32_OWN_PROCESS,DiagTrack,Connected User Experiences and Telemetry,N/A,%SystemRoot%\\System32\\svchost.exe -k utcsvc -p,%SystemRoot%\\system32\\diagtrack.dll
0,0x22d2123d440,103,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,diagsvc,Diagnostic Execution Service,N/A,%SystemRoot%\\System32\\svchost.exe -k diagnostics,%systemroot%\\system32\\DiagSvc.dll
0,0x22d2123d0a0,102,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,diagnosticshub.standardcollector.service,Microsoft (R) Diagnostics Hub Standard Collector Service,N/A,%SystemRoot%\\system32\\DiagSvcs\\DiagnosticsHub.StandardCollector.Service.exe,-
0,0x22d212890a0,610,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,WwanSvc,WWAN AutoConfig,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\wwansvc.dll
0,0x22d212890b0,609,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WUDFRd,WUDFRd,N/A,\\SystemRoot\\System32\\drivers\\WUDFRd.sys,-
0,0x22d21285530,608,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WudfPf,WudfPf,N/A,system32\\drivers\\WudfPf.sys,-
0,0x22d21260b70,371,2012,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,RmSvc,Radio Management Service,C:\\Windows\\System32\\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\\System32\\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\\System32\\RMapi.dll
0,0x22d21260b80,370,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,rhproxy,rhproxy,N/A,\\SystemRoot\\System32\\drivers\\rhproxy.sys,-
0,0x22d2125de90,369,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RFCOMM,RFCOMM,N/A,\\SystemRoot\\System32\\drivers\\rfcomm.sys,-
0,0x22d2125e810,368,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,RetailDemo,Retail Demo Service,N/A,%SystemRoot%\\System32\\svchost.exe -k rdxgroup,-
0,0x22d2125f5c0,367,N/A,SERVICE_DISABLED,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,RemoteRegistry,Remote Registry,N/A,%SystemRoot%\\system32\\svchost.exe -k localService -p,%SystemRoot%\\system32\\regsvc.dll
0,0x22d2125fb30,366,N/A,SERVICE_DISABLED,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,RemoteAccess,Routing and Remote Access,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs,-
0,0x22d212609b0,365,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,ReFSv1,ReFSv1,N/A,-,-
0,0x22d2125e480,364,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_FILE_SYSTEM_DRIVER,ReFS,ReFS,N/A,-,-
0,0x22d2125e6e0,363,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,rdyboost,rdyboost,\\Driver\\rdyboost,System32\\drivers\\rdyboost.sys,-
0,0x22d2125e350,362,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RdpVideoMiniport,RdpVideoMiniport,N/A,System32\\drivers\\rdpvideominiport.sys,-
0,0x22d2125db00,361,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RDPDR,RDPDR,N/A,System32\\drivers\\rdpdr.sys,-
0,0x22d2125e5b0,360,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,rdpbus,rdpbus,N/A,\\SystemRoot\\System32\\drivers\\rdpbus.sys,-
0,0x22d2125d2b0,359,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,rdbss,rdbss,\\FileSystem\\rdbss,system32\\DRIVERS\\rdbss.sys,-
0,0x22d2125ee00,358,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RasSstp,RasSstp,N/A,\\SystemRoot\\System32\\drivers\\rassstp.sys,-
0,0x22d2125d8a0,357,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RasPppoe,RasPppoe,N/A,\\SystemRoot\\System32\\drivers\\raspppoe.sys,-
0,0x22d2125e220,356,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,RasMan,Remote Access Connection Manager,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs,%SystemRoot%\\System32\\rasmans.dll
0,0x22d21260270,355,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Rasl2tp,Rasl2tp,N/A,\\SystemRoot\\System32\\drivers\\rasl2tp.sys,-
0,0x22d2125d770,354,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,RasAuto,Remote Access Auto Connection Manager,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\rasauto.dll
0,0x22d212600a0,353,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RasAgileVpn,RasAgileVpn,N/A,\\SystemRoot\\System32\\drivers\\AgileVpn.sys,-
0,0x22d2125d510,352,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,RasAcd,RasAcd,N/A,System32\\DRIVERS\\rasacd.sys,-
0,0x22d2125d180,351,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Ramdisk,Ramdisk,N/A,system32\\DRIVERS\\ramdisk.sys,-
0,0x22d2125d640,350,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,QWAVEdrv,QWAVEdrv,N/A,\\SystemRoot\\system32\\drivers\\qwavedrv.sys,-
0,0x22d2125ecd0,349,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,QWAVE,Quality Windows Audio Video Experience,N/A,%windir%\\system32\\svchost.exe -k LocalServiceAndNoImpersonation -p,%windir%\\system32\\qwave.dll
0,0x22d2125f050,348,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,PushToInstall,Windows PushToInstall Service,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\PushToInstall.dll
0,0x22d21260610,347,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,Psched,Psched,\\Driver\\Psched,System32\\drivers\\pacer.sys,-
0,0x22d21211d50,45,1880,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,BFE,Base Filtering Engine,C:\\Windows\\system32\\svchost.exe -k LocalServiceNoNetworkFirewall -p,%systemroot%\\system32\\svchost.exe -k LocalServiceNoNetworkFirewall -p,%SystemRoot%\\System32\\bfe.dll
0,0x22d21211d60,44,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,Beep,Beep,\\Driver\\Beep,-,-
0,0x22d2121eb00,43,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,BDESVC,BitLocker Drive Encryption Service,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\bdesvc.dll
0,0x22d21211b80,42,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,bcmfn2,bcmfn2,N/A,\\SystemRoot\\System32\\drivers\\bcmfn2.sys,-
0,0x22d2121f6e0,41,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,BcastDVRUserService,GameDVR and Broadcast User Service,N/A,%SystemRoot%\\system32\\svchost.exe -k BcastDVRUserService,%SystemRoot%\\System32\\BcastDVRUserService.dll
0,0x22d212119a0,40,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,BasicRender,BasicRender,\\Driver\\BasicRender,\\SystemRoot\\System32\\DriverStore\\FileRepository\\basicrender.inf_amd64_49a8589f00d970d9\\BasicRender.sys,-
0,0x22d2121f220,39,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,BasicDisplay,BasicDisplay,\\Driver\\BasicDisplay,\\SystemRoot\\System32\\DriverStore\\FileRepository\\basicdisplay.inf_amd64_62ba5773ba05edee\\BasicDisplay.sys,-
0,0x22d2121d3e0,38,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,bam,bam,\\Driver\\bam,system32\\drivers\\bam.sys,-
0,0x22d2121d050,37,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,b06bdrv,b06bdrv,N/A,System32\\drivers\\bxvbda.sys,-
0,0x22d2121dc30,36,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,AxInstSV,ActiveX Installer (AxInstSV),N/A,%SystemRoot%\\system32\\svchost.exe -k AxInstSVGroup,%SystemRoot%\\System32\\AxInstSV.dll
